ground_truth_claim,generated_claim,meteor_score
"Movie ""I Am Legend"" is set in 2012",Video shows people turning into zombies in 2021,0.051
Video shows flying trains in China,Video shows flying and floating train in China,0.9498
This photo shows Israeli products being banned in Malaysia,The claim: Israil products are banded by Malaysia,0.284
Photo shows Covid-19 dead bodies in Indian river in May 2021,Video of 500 people in the Gंगा नदी in Bihar,0.0917
A floating rock in Jerusalem,The claim: There is a 'Floating Rock' in Jerusalem,0.5636
India issues emergency warning over novel coronavirus,Covid-19 is spreading from China to various countries,0.0
Philippine health department issues 'Omicron Alert' graphic,The claim: Omicron infection rate takes 20 seconds to infect adults and children,0.0
American Red Cross does not accept plasma donations from Covid-19 vaccine recipients,The American Red Cross says you don’t donate blood plasma if you’ve had the vaccine.,0.4472
Video shows China lifts ban on Korans during COVID-19 pandemic,China banned Holy Quran in China,0.1042
Mugabe has computerised coffin,Video shows Robert Mugabe’s casket,0.2326
"""Next week has a time change, full moon and Friday the 13th.""",Covid-19 vaccines are not effective,0.0
Video shows attempted robbery at clinic in Malaysia,Video shows robbery at a hospital in Malaysia,0.7031
Three carrots give you energy to walk three miles,"Video shows Dr. Stefan Gospidiov for the best fat loss, nutrition and mindset tips",0.0
Trudeau government plans new home equity tax,If you sell your principal residence (your home) today it is a tax free transaction.,0.1235
"Video shows graphene nanoparticles, which are found in Covid-19 vaccines",Graphene oxide in motion,0.0971
Photo shows empty shelves in Nova Scotia caused by railway blockades,Video shows illegal blockades in the MARITIMES,0.1415
USPS is not losing money and has no debt,USPS should never be privatized,0.0581
Kenyan lawyer Gicheru 'pleads guilty' at the ICC,Paul Gicheru pleads guilty at the ICC,0.5068
Woman gives birth at the age of 103,Video shows woman giving birth to a baby after many years of praying and crying,0.431
"A South African scientist made a ""huge medical breakthrough"" by successfully removing HIV from a sperm cell in a lab",The claim: Lebo Moatshe has removed HIV from sperm cells,0.2316
Pfizer CEO is still not vaccinated,Pfizer CEO’s Israel visit cancelled because he is not fully vaccinated,0.5552
https://www.facebook.com/ken.larive/posts/10157559483628404,Video shows 39 missing children in Georgia,0.0
Infrastructure bill includes 61 percent tax on assets after a person dies,The Entire Value Of Your Accumulated Wealth & Estate Will Be Taxed At 61%.,0.0806
Nurse faints after getting a COVID-19 vaccine,COVID-19 vaccines are dangerous,0.2799
"""In 1983, Joe Biden voted in favor of taxing 50% of Social Security"" and in 1993, Biden ""was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.""",Joe Biden voted in favor of taxing 50% of social security,0.2373
Merriam-Webster changed its definition of anti-vaxxer amid Covid-19 pandemic,This is the very definition of Nanny Government aka Government overreach,0.2038
"Twitter, Google and YouTube block users from seeing video of an aerial flame-thrower starting wildland fires",The claim: Heli-Torch is a tactic used to fight brush fire,0.0303
Vaccinated people are at greatest risk from coronavirus Delta variant,Delta Variant Targets Vaxxers,0.1995
Statues of Winnie Mandela and Oliver Tambo,Video of two statues of Oliver Tambo and Winnie Mandela,0.8694
"The Atlantic published an article about ""heroism"" of Joe Biden's bike fall",Biden’s Bike Fall Subscribe,0.1812
An image of a woman with an extremely swollen belly shows a mother pregnant with quadruplets.,Doctor has tested me and it has declared that I have four babies in my stomach.,0.0588
Voter's party affiliation is visible on outside of mail-in ballot,Video shows mails in ballots,0.0481
A Canadian hospital has mannequins in its beds instead of Covid-19 patients,Video shows manequins in Edmonton,0.0442
Recent photos of armed robbery suspects under arrest,The Commissioner of Police in a press conference in Osogbo reported a robbery gang that was caught with a large sum of money and guns,0.1546
"Aspirin, lemon juice and honey mixture as home remedy for COVID-19",Italy has corrected its Covid-19 recovery rate,0.0435
New York Times published an article praising Indian prime minister Narendra Modi,"The rise of Modi is a threat to the world, as he has not only made enemies of each other’s interests in India but also used them.",0.036
These photographs show the body of basketball star Kobe Bryant,This is the remains of KOBE BRYANT,0.3254
"Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China's Wuhan",The claim: Dr. Anthony Fauci was with Barack Obama in 2015,0.2404
Whistleblower from Dominion claims fraud took place in 2020 election,"The claim: ""It had so many shares almost 200, which they would slap their BS on it.""",0.0446
Photo shows Filipino celebrity John Lapus denouncing communist groups,The claim:,0.0
Video shows Singapore's ruling party placing election poster over opposition party's poster,Video shows dirty people,0.1442
CNN back-pedalled and said Trump will win US presidency,Donald Trump will win the election,0.3384
An image of a wounded child is from the Russian invasion of Ukraine,Ukrainian children don’t have to go through this war,0.0391
the wrong vaccines turned people into zombies in 2021 in the movie i am legend,Video shows people turning to zombies in 2021,0.1748
"The movie ""I am Legend"" was based in the year 2021 and people turned into zombies ""because of the wrong vaccine.""",Video shows people turning into zombies in 2021,0.2324
Henry Kissinger made these pro-Trump remarks,The former Secretary of State Henry Kissinger said he was the consummate negotiator in his day.,0.2641
This is a photo of Chris Wallace and Jeffrey Epstein,Chris Wallace at Jeffrey Epstein's island,0.3866
Image shows authentic media release announcing extension of Sydney lockdown,Covid-19 vaccines will be extended to 30 December 2021,0.0
Leni Robredo campaign rally is biggest in Philippine history,"PNP R9 estimates crowd at 200,030 to 405,250.",0.0
"Photo shows final moments of Genepil, last Mongolian queen",Photo of the last Queen of Mongolia in 1938,0.202
Human-generated CO2 is an insignificant contributor to climate change,This is the EPA’s pie chart of greenhouse gases,0.0543
UNESCO declared Islam 'most peaceful religion in world',The United Nations has declared that Islam is the most peaceful religion of the world,0.3875
Images showing dead fish on beaches following Tonga volcano,Video shows dead fish and crabs after Tonga Volcanoe eruption,0.5319
A 1922 report disproves human-caused global warming,"The Arctic Ocean is warming up, icebergs are growing scarce and seal hunters are finding the water too hot.",0.0595
South African police confiscate food meant for white people,The South African police prevents South Africa’s border war,0.2778
Crocodile in a Mumbai drain,Crocodile found in Mumbai,0.3061
Olympic fireworks were set off under Mount Fuji as they could not be stored till 2021 Tokyo Olympics.,The Olympics cannot be opened because of the new crown epidemic,0.1396
"Members of US Congress raised their own salaries nine times over the last 18 years, increased federal minimum wage only once",Congress has RAISED the minimum wage only once in the last 18 years,0.4588
Flu shot is free and should be regarded as suspicious,"The medical industry gives nothing away for free, except flu shots",0.2505
Video shows Afghanistan woman stoned to death in November 2021,Talibans stoning a woman in Afghanistan,0.2083
Girl pictured in Indian-administrated Kashmir after India revokes its autonomy,Video shows woman in Kashmir,0.1053
US plans to ban real meat from 2024,The claim: Republican food prices are 157403.,0.0
Israeli soldier arrests child during Gaza fighting in June 2021,Israeli soldier kidnapping Palestinian child,0.269
"Video shows a truck driving into moving helicopter blades in Amritsar, in India's Punjab state",A video shows a truck and helicopter crash in Amritsar,0.3894
Image shows Prince Philip 'pranking' the Queen,Video shows Prince Phillip pranking the Queen,0.4747
Picture of doctors and nurses who died in Italy due to coronavirus.,The claim: Over 200 doctors and nurses died in Italy,0.4601
Image shows Pakistani plane moments before crash in Karachi in May 2020,Photo of the landing of PK-320,0.0
Man-made CO2 is an insignificant contributor to climate change,The claim: All people breathe out CO2 at 40 thousand parts per million.,0.0521
Trump posted this tweet about H1N1 pandemic in 2009,Donald J. Trump’s handling of this whole pandemic has beenterrible,0.1613
The government of Ondo in southwestern Nigeria halved the state's debt in three years,The Ondo State government has reduced the N220B debt inherited from the PDP administration by over fifty percent.,0.1948
Nasir el-Rufai says Buhari knows who is behind Zamfara killings,The claim: Buhari knows the attackers and their sponsors,0.1875
Costco bath tissue recall,The claim: Kirkland Signature bath tissue has been recalled due to COVID-19,0.5215
News blocked on Facebook in Australia in October 2021,Facebook restrictions the posting of news links and all posts from news pages in Australia,0.2083
This photo shows the Italian president crying over COVID-19,The claim: Italy has the most advance health care facilities but they failed to control coronavirus,0.051
National Flag at Lal Chowk,Video of a Hindu statue at Lal Chowk Srinagar,0.5453
