ground_truth_claim,generated_claim,meteor_score
Photo shows Covid-19 dead bodies in Indian river in May 2021,Video shows 500 dead bodies being thrown into water in BJP and Bihar,0.2818
A floating rock in Jerusalem,Image shows a floating rock in Jerusalem,0.9577
India issues emergency warning over novel coronavirus,Coronavirus outbreak is very serious & fatal. There’s no cure once you are infected.,0.0617
Philippine health department issues 'Omicron Alert' graphic,Omicron warning issued by the DOH,0.0641
American Red Cross does not accept plasma donations from Covid-19 vaccine recipients,Red Cross doesn’t need blood donors,0.1616
Video shows China lifts ban on Korans during COVID-19 pandemic,Video shows Chinese people reading Koran after novel coronavirus outbreak,0.2556
Mugabe has computerised coffin,Mugabe's casket has been computerized,0.3571
"""Next week has a time change, full moon and Friday the 13th.""","This week has a time change, full moon and Friday the 13th",0.7641
Video shows attempted robbery at clinic in Malaysia,Attempted armed robbery at a clinic in Malaysia,0.7031
Three carrots give you energy to walk three miles,A social media post claims that Dr. Stefan Gospodinov has found that the claim is Mostly False.,0.0
Trudeau government plans new home equity tax,If you sell your principal residence today it is a tax free transaction. That is about to end. Our current Government is proposing to eliminate this tax shelter.,0.1064
"Video shows graphene nanoparticles, which are found in Covid-19 vaccines",Graphene oxide in motion,0.0971
Photo shows empty shelves in Nova Scotia caused by railway blockades,RCMP has over 350 shields in the Maritimes,0.0467
USPS is not losing money and has no debt,USPS isn't in debt and never was,0.3546
Kenyan lawyer Gicheru 'pleads guilty' at the ICC,Paul Gicheru pleads guilty at ICC,0.2299
Woman gives birth at the age of 103,Woman gives birth after many years of prayer and crying,0.4573
"A South African scientist made a ""huge medical breakthrough"" by successfully removing HIV from a sperm cell in a lab",Lebo Moatshe from South Africa successfully removed HIV from sperm cells,0.3217
Pfizer CEO is still not vaccinated,Pfizer CEO’s Israel visit cancelled because he is not vaccinated,0.6758
https://www.facebook.com/ken.larive/posts/10157559483628404,Georgian authorities found 39 missing children in a double-wide trailer,0.0
Infrastructure bill includes 61 percent tax on assets after a person dies,Infrastructure bill will remove the entire value of your accumulated wealth,0.1576
Nurse faints after getting a COVID-19 vaccine,Tennessee woman passes out on live TV after receiving COVID-19 vaccine,0.3453
"""In 1983, Joe Biden voted in favor of taxing 50% of Social Security"" and in 1993, Biden ""was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.""","“Prior to 1983, social security was not taxable.”",0.1202
Merriam-Webster changed its definition of anti-vaxxer amid Covid-19 pandemic,“I am against government overreach.”,0.0
"Twitter, Google and YouTube block users from seeing video of an aerial flame-thrower starting wildland fires",Drip-torch on steroids from a helicopter,0.0314
Vaccinated people are at greatest risk from coronavirus Delta variant,Delta variant of Covid-19 is linked to vaccines,0.2608
Statues of Winnie Mandela and Oliver Tambo,Photo shows two statues of Winnie Mandela and Oliver Tambo,0.9575
"The Atlantic published an article about ""heroism"" of Joe Biden's bike fall",The Atlantic published an article about Joe Biden’s bike fall,0.6711
An image of a woman with an extremely swollen belly shows a mother pregnant with quadruplets.,Doctor admits that I have four babies in my stomach,0.0307
Voter's party affiliation is visible on outside of mail-in ballot,Post implies party affiliation with R or D,0.1752
A Canadian hospital has mannequins in its beds instead of Covid-19 patients,"Video shows manequins in Edmonton, Alberta",0.0435
Recent photos of armed robbery suspects under arrest,"Robbery gang caught with 7,486, 300 after invading two banks in Osogbo",0.1176
"Aspirin, lemon juice and honey mixture as home remedy for COVID-19",Covid-19 is not a virus.,0.0439
New York Times published an article praising Indian prime minister Narendra Modi,"The rise of this man is a threat to the world, as he has not only made enemies of each other's interests in India but also used them. It only shows the desire to make India a great country. If this person is not blocked, then one day in the future.",0.0
These photographs show the body of basketball star Kobe Bryant,This is the remains of KOBE Bryant,0.3254
"Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China's Wuhan","Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015",0.3003
Whistleblower from Dominion claims fraud took place in 2020 election,The claim: Video shows a Facebook post about a rally at the U.S. Capitol,0.0952
Photo shows Filipino celebrity John Lapus denouncing communist groups,Video shows John Lennon being thrashed by the NDF,0.1111
Video shows Singapore's ruling party placing election poster over opposition party's poster,Video shows Bongbong Marcos playing a game on dirty people,0.1379
CNN back-pedalled and said Trump will win US presidency,CNN predicted Trump won the election,0.1724
An image of a wounded child is from the Russian invasion of Ukraine,The claim: Video shows a child injured in the attack on Ukraine,0.1538
the wrong vaccines turned people into zombies in 2021 in the movie i am legend,Video shows people turning into zombies in 2021,0.2982
"The movie ""I am Legend"" was based in the year 2021 and people turned into zombies ""because of the wrong vaccine.""",Video shows people turning into zombies in 2021,0.2324
Henry Kissinger made these pro-Trump remarks,Henry Kissinger is now 96 years old.,0.3024
This is a photo of Chris Wallace and Jeffrey Epstein,Chris Wallace at Jeffrey Epstein's island,0.3866
Image shows authentic media release announcing extension of Sydney lockdown,Australia’s lockdown will be extended to 30 December 2021,0.0495
Leni Robredo campaign rally is biggest in Philippine history,Photo shows anti-vaccine mandate protests in Singapore,0.0568
"Photo shows final moments of Genepil, last Mongolian queen","Photo of Genepil, the last queen of Mongolia",0.4307
Human-generated CO2 is an insignificant contributor to climate change,The 2014 climate alarms use numbers to deceive greenhouse gases,0.1099
UNESCO declared Islam 'most peaceful religion in world',UNESCO declared Islam the most peaceful religion of the world,0.6181
Images showing dead fish on beaches following Tonga volcano,Photos show dead fish after Tonga volcanic eruption,0.4213
A 1922 report disproves human-caused global warming,The Arctic Ocean is warming up.,0.0714
South African police confiscate food meant for white people,French President Francois Pienaar tweeted about the dangers of the coronavirus pandemic,0.0
Crocodile in a Mumbai drain,Crocodile found in Mumbai,0.3061
Olympic fireworks were set off under Mount Fuji as they could not be stored till 2021 Tokyo Olympics.,Video shows fireworks set off at the opening ceremony of Tokyo 2022 Olympics,0.2022
"Members of US Congress raised their own salaries nine times over the last 18 years, increased federal minimum wage only once",“Congress has raised the minimum wage only once in the last 18 years winning democratic states.”,0.4461
Flu shot is free and should be regarded as suspicious,Flu shot is free and should be regarded as suspicious,0.9995
Video shows Afghanistan woman stoned to death in November 2021,Video shows Taliban stoning a woman in Afghanistan,0.4351
Girl pictured in Indian-administrated Kashmir after India revokes its autonomy,Photo of a woman wearing a mask in Kashmir,0.101
US plans to ban real meat from 2024,Raw Meat is a raw meat company.,0.0625
Israeli soldier arrests child during Gaza fighting in June 2021,Israeli soldier tries to arrest a Palestinian child,0.3221
"Video shows a truck driving into moving helicopter blades in Amritsar, in India's Punjab state","Video shows truck crash in Amritsar, India",0.3556
Image shows Prince Philip 'pranking' the Queen,Prince Philip pranking Queen Elizabeth II,0.3276
Picture of doctors and nurses who died in Italy due to coronavirus.,Photo shows medics in Italy who died of COVID-19,0.354
Image shows Pakistani plane moments before crash in Karachi in May 2020,Photo shows Pakistani air strike in Pakistan,0.2222
Man-made CO2 is an insignificant contributor to climate change,"CO2 is unstable, heavy, puts out fires and is in our soft drinks.",0.1031
Trump posted this tweet about H1N1 pandemic in 2009,Trump praised Obama for handling COVID-19 pandemic,0.1136
The government of Ondo in southwestern Nigeria halved the state's debt in three years,Ondo State Government has reduced PDP’s debt by half.,0.1361
Nasir el-Rufai says Buhari knows who is behind Zamfara killings,Nigerian president threatens to stop Boko Haram attack,0.0
Costco bath tissue recall,Costco recalls bath tissue recall,0.9146
News blocked on Facebook in Australia in October 2021,Australians protesting against COVID-19 restrictions in Australia,0.1136
This photo shows the Italian president crying over COVID-19,Italian president crying over COVID-19,0.5791
National Flag at Lal Chowk,Photo shows Indian national flag hoisted at Lal Chowk in Srinagar,0.8643
Video shows Seoul rally against coronavirus restrictions in August 2020,Video shows anti-coronavirus protests in South Korea,0.2635
Kidnappers of Nigerian students arrested,Kidnappers of Greenfield university students caught with ransom they collected,0.6818
"Russian, Spanish airlines are telling COVID-19 vaccinated people to not fly",Airlines in Spain and Russia are telling vaccinated people not to fly,0.526
List of Biden accomplishments is true,Joe Biden was a war hero,0.0833
Accurate representation of total vaccinations a baby born in 2019 receives,Photo shows total vaccinations a baby born in 2019 receives,0.7332
