ground_truth_claim,generated_claim,meteor_score
Image of a large crowd is of a Trump rally in Florida,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,0.2439
Scenes before Modi started plogging at Mamallapuram beach.,Behind the scenes of Narendra Modis cleaning drive,0.1124
Face masks are aimed at protecting the wearer from COVID-19,Face masks are not meant to protect the eyes from Covid-19,0.6658
Images show reporter beaten by Ugandan police during Bobi Wine rally,Images show reporter beaten by Ugandan police during Bobi Wine rally,0.9996
BC Minister of Health warned against asbestos poisoning when using glory holes,Building a wall with gypsum board is dangerous,0.0
Queen Elizabeth II bows before Ethiopian Emperor Haile Selassie,This photo shows Queen Elizabeth II bowing before Ethiopian Queen Haile Selassie,0.8375
Inshorts screenshot on Kerala couple refusing ambulance with Hanuman sticker,Indian couple refusing an ambulance decorated with a sticker of a Hindu god,0.3612
"Movie ""I Am Legend"" is set in 2012",the wrong year was used in the movie i am legend,0.4416
Video shows flying trains in China,Video shows a train that is floating in the air in China,0.6758
This photo shows Israeli products being banned in Malaysia,Malaysia produces iSrail railway products,0.1163
Photo shows Covid-19 dead bodies in Indian river in May 2021,ABP's recent survey,0.0
A floating rock in Jerusalem,Image shows a rock that floats in the water in Jerusalem,0.6643
India issues emergency warning over novel coronavirus,Health Ministry issued this Coronavirus advisory,0.1449
Philippine health department issues 'Omicron Alert' graphic,The Omicron virus can be cured at home,0.0
American Red Cross does not accept plasma donations from Covid-19 vaccine recipients,Those vaccinated against COVID-19 cannot donate blood,0.1724
Video shows China lifts ban on Korans during COVID-19 pandemic,Video shows people in China reading Korans after novel coronavirus outbreak,0.3125
Mugabe has computerised coffin,Robert Mugabe has computerised coffin,0.968
"""Next week has a time change, full moon and Friday the 13th.""","Time change, full moon and Friday the 13th happening in same week of March 2021",0.6225
Video shows attempted robbery at clinic in Malaysia,Video shows robbery at a Malaysian clinic in June 2021,0.686
Three carrots give you energy to walk three miles,Three tablespoons of organic coconut oil morning and night will burn belly fat in 30 days,0.0515
Trudeau government plans new home equity tax,Trudeau government plans new home tax,0.8535
"Video shows graphene nanoparticles, which are found in Covid-19 vaccines",Video shows graphene oxide in motion,0.3571
Photo shows empty shelves in Nova Scotia caused by railway blockades,Photo shows empty shelves during Nova Scotian blockades,0.5257
USPS is not losing money and has no debt,USPS isn't in debt and never was,0.3546
Kenyan lawyer Gicheru 'pleads guilty' at the ICC,Kenyan lawyer pleads guilty at ICC,0.4276
Woman gives birth at the age of 103,Woman gives birth at the age of 103,0.999
"A South African scientist made a ""huge medical breakthrough"" by successfully removing HIV from a sperm cell in a lab",South African scientist achieves HIV breakthrough,0.2186
Pfizer CEO is still not vaccinated,Pfizer CEO’s Israel Visit Was Canceled Because He Was Not Vaccinated,0.5597
https://www.facebook.com/ken.larive/posts/10157559483628404,US authorities found 39 missing children in a double-wide trailer in Georgia,0.0
Infrastructure bill includes 61 percent tax on assets after a person dies,Infrastructure bill includes 61 percent tax on assets after a person dies,0.9997
Nurse faints after getting a COVID-19 vaccine,"Video shows ""nurse pass out after receiving the COVID vaccine.""",0.1974
"""In 1983, Joe Biden voted in favor of taxing 50% of Social Security"" and in 1993, Biden ""was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.""",Social Security has been taxed since 1983,0.0801
Merriam-Webster changed its definition of anti-vaxxer amid Covid-19 pandemic,Anti-vaccine mandate protesters in New Zealand,0.0
"Twitter, Google and YouTube block users from seeing video of an aerial flame-thrower starting wildland fires",“Heli-Torch. Drip Torch on Steroids from a helicopter.”,0.0303
Vaccinated people are at greatest risk from coronavirus Delta variant,The claim: A Delta variant of COVID-19 is targeting vaccine recipients,0.2505
Statues of Winnie Mandela and Oliver Tambo,Statues of Winnie Mandela and Oliver Tambo,0.9985
"The Atlantic published an article about ""heroism"" of Joe Biden's bike fall",The Atlantic published an article about Joe Biden's bike fall,0.7512
An image of a woman with an extremely swollen belly shows a mother pregnant with quadruplets.,Photo shows woman carrying quadruplets,0.0949
Voter's party affiliation is visible on outside of mail-in ballot,Voter's party affiliation is visible on outside of mail in ballot,0.8973
A Canadian hospital has mannequins in its beds instead of Covid-19 patients,CBC reported mannequins were being used in hospital instead of actual patients,0.3553
Recent photos of armed robbery suspects under arrest,"Robbery Gang Caught With 7, 486, 300 After Invading Two Banks In Osogbo",0.1149
"Aspirin, lemon juice and honey mixture as home remedy for COVID-19",COVID-19 is not a virus.,0.0439
New York Times published an article praising Indian prime minister Narendra Modi,New York Times Editor-in-Chief Joseph Hope called Modi a threat to the world,0.3099
These photographs show the body of basketball star Kobe Bryant,Image shows remains of Kenyan opposition leader Kobe Bryant,0.3188
"Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China's Wuhan",Photo shows Barack Obama with Dr. Fauci at Wuhan lab in 2015,0.2607
Whistleblower from Dominion claims fraud took place in 2020 election,2000+ followers on Instagram proves the Covid-19 pandemic was planned,0.0
Photo shows Filipino celebrity John Lapus denouncing communist groups,Photo shows Filipino celebrity John Lapus denouncing communist groups,0.9993
Video shows Singapore's ruling party placing election poster over opposition party's poster,Angry farmer stomps on supermarket floor,0.0
CNN back-pedalled and said Trump will win US presidency,CNN said Donald Trump will win the 2020 election,0.4956
An image of a wounded child is from the Russian invasion of Ukraine,Picture of a child injured in the attacks on Ukraine,0.1969
the wrong vaccines turned people into zombies in 2021 in the movie i am legend,"Movie ""I Am Legend"" is set in 2012",0.3076
"The movie ""I am Legend"" was based in the year 2021 and people turned into zombies ""because of the wrong vaccine.""",the wrong vaccines turned people into zombies in 2021 in the movie i am legend,0.4598
Henry Kissinger made these pro-Trump remarks,Henry Kissinger said Donald Trump is an unfit president,0.2976
This is a photo of Chris Wallace and Jeffrey Epstein,Photos show Fox News host Chris Wallace with late sex offender Jeffrey Epstein on his island,0.4208
Image shows authentic media release announcing extension of Sydney lockdown,Australian Prime Minister to announce extension of lockdown,0.3827
Leni Robredo campaign rally is biggest in Philippine history,AP photo shows Trump supporters during Biden's inauguration,0.0
"Photo shows final moments of Genepil, last Mongolian queen","Photo of Genepil, the last queen of Mongolia",0.4307
Human-generated CO2 is an insignificant contributor to climate change,Human-generated greenhouse gases are the biggest contributor to climate change,0.5319
UNESCO declared Islam 'most peaceful religion in world',UNESCO declared Islam ‘most peaceful religion in world',0.8723
Images showing dead fish on beaches following Tonga volcano,Images show dead fish and crabs after Tonga volcano,0.6543
A 1922 report disproves human-caused global warming,The Arctic Ocean is warming up.,0.0714
South African police confiscate food meant for white people,A video shows a May 2020 border patrol raid in South Africa,0.0538
Crocodile in a Mumbai drain,Crocodile in a Mumbai drain,0.996
Olympic fireworks were set off under Mount Fuji as they could not be stored till 2021 Tokyo Olympics.,Video shows fireworks set off in Japan that were intended for the 2020 Olympics,0.2011
"Members of US Congress raised their own salaries nine times over the last 18 years, increased federal minimum wage only once",Congress raised the minimum wage only once in the last 18 years winning Democrats.,0.4631
Flu shot is free and should be regarded as suspicious,Flu shot is free and should be regarded as suspicious,0.9995
Video shows Afghanistan woman stoned to death in November 2021,Video shows Taliban hurling stones at an Afghan woman,0.3188
Girl pictured in Indian-administrated Kashmir after India revokes its autonomy,Girl pictured in Indian-administrated Kashmir,0.5242
US plans to ban real meat from 2024,Raw meat sold on the black market,0.0633
Israeli soldier arrests child during Gaza fighting in June 2021,This video shows an Israeli soldier assaulting a Palestinian boy,0.1875
"Video shows a truck driving into moving helicopter blades in Amritsar, in India's Punjab state","Video shows a truck and helicopter colliding in Amritsar, in India's Punjab state",0.7691
Image shows Prince Philip 'pranking' the Queen,Video shows Prince Philip pranking the Queen,0.6127
Picture of doctors and nurses who died in Italy due to coronavirus.,This photo shows medics in Italy who died from COVID-19,0.2953
Image shows Pakistani plane moments before crash in Karachi in May 2020,Image shows Pakistani plane moments before crash in Karachi in May 2020,0.9997
Man-made CO2 is an insignificant contributor to climate change,All humans breathe out CO2 at 40 thousand parts per million.,0.0538
